4000,50,365,4980,5240,12910
1000,40,365,2560,3680,14340
2000,40,365,3031,4231,15831
4000,50,365,5150,6400,15650
4000,50,365,5300,6600,18950
2000,40,365,3160,4440,15600
2500,50,365,2120,3700,17750
1000,50,365,-1650,50,13450
2000,40,365,3221,4341,15741
2000,40,365,3201,4401,14721
2000,40,365,3401,4241,11341
4000,50,365,5350,6700,14400
1000,50,365,350,1000,5500
2000,40,365,3417,4617,14457
2000,40,365,3401,4321,13121
1000,50,365,650,1700,13600
1000,50,365,-1900,-400,14400
2000,40,365,3350,4220,14490
2000,50,365,2801,3626,4676
4000,50,365,4760,6210,13050
1000,40,365,2040,3280,14980
2000,40,365,3120,4320,15560
2000,40,365,4601,4601,16071
9000,125,365,12476,15701,38251
1000,50,365,-1800,-350,12900
4000,50,365,5600,6800,18300
2000,40,365,3321,4501,13921
4000,50,365,5250,6750,8250
1000,50,365,-1700,-450,10300
1000,50,365,-1850,-50,12350
2500,50,365,1850,2650,11250
2500,50,365,1950,2730,7860
2000,40,365,2761,3961,10431
2000,40,365,3151,4441,13541
4000,50,365,6250,7250,21650
2000,40,365,3401,3931,7611
2000,40,365,3560,4740,14020
2000,40,365,3400,4600,15310
2000,40,365,3401,4601,10681
1000,40,365,2240,3340,14030
1000,50,365,800,2100,16020
2000,50,365,3800,5050,19650
4000,50,365,7500,7500,16210
1000,50,365,750,2050,15250
4000,50,365,5810,7280,21900
4000,50,365,6000,8250,21250
4000,50,365,5600,6385,12715
2000,40,365,3681,4881,13831
2000,50,365,3301,4751,18351
2000,40,365,4081,4681,13841
2000,40,365,2750,3830,15070
2000,40,365,2961,3921,11699
1000,50,365,450,1700,9370
2000,40,365,3920,5120,14500
2000,40,365,4601,5101,15151
1000,40,365,2300,3300,13000
2000,40,365,3261,4301,15049
4000,50,365,5400,6800,18550
1000,50,365,1750,3350,17250
4000,50,365,5450,7000,20750
4000,50,365,5000,5000,13450
1000,40,365,2180,3440,11740
1000,40,365,2020,3060,9220
2000,40,365,3001,3401,5241
1000,50,365,550,1150,10770
2000,40,365,3401,4281,15428
9000,125,365,12001,15751,38626
2000,40,365,3400,4560,16110
2000,40,365,6520,8780,16570
2000,40,365,3060,4290,14290
1000,50,365,450,2050,12000
4000,50,365,5850,6650,17850
4000,50,365,5550,6900,15950
2000,40,365,3419,4619,14469
1000,50,365,800,2200,17550
1000,50,365,-2100,-1200,7520
1000,40,365,2310,3430,13940
9000,125,365,12326,16576,45076
2000,40,365,2881,4081,11901
2000,40,365,3001,4081,10861
1000,40,365,1900,3420,14650
2000,50,365,3400,4750,17240
1000,50,365,750,2350,11450
1000,50,365,-1750,-400,13550
1000,40,365,2080,3280,12560
1000,40,365,2060,3140,8300
1000,50,365,-2150,-750,3600
2000,40,365,3401,4901,14561
2000,50,365,3700,5000,15850
2500,50,365,2120,3470,14095
2000,40,365,3581,4631,16271
2000,40,365,3420,4380,15420
2000,40,365,3221,4421,16541
4000,50,365,5500,6900,21550
2000,40,365,3401,5801,10723
4000,50,365,5450,6800,14650
2000,50,365,1465,3065,10915
2000,40,365,3255,4402,15790
1000,50,365,200,900,3500
4000,50,365,5540,6650,16730
2000,40,365,6581,8781,15181
1000,40,365,2200,3298,11938
2000,40,365,6001,6001,11531
2000,40,365,3701,4301,10201
1000,40,365,2200,3400,14730
2000,40,365,3360,4240,12290
2000,50,365,3301,5141,11761
1000,50,365,-1850,-400,11450
2000,50,365,6451,7601,12151
2000,40,365,3041,4241,16001
4000,50,365,4340,4790,11138
2000,40,365,3001,4001,10381
4000,50,365,5300,6750,18350
4000,50,365,5380,6770,19005
1000,50,365,500,1550,16550
9000,125,365,10001,10501,24126
1000,35,365,2250,3475,8065
2000,40,365,3401,4361,11101
2000,40,365,3501,4401,16151
4000,50,365,5120,5970,11530
2500,50,365,2200,3600,19455
2000,40,365,3261,4601,15781
1000,50,365,350,1650,10305
4000,50,365,5350,6800,19405
2000,50,365,1750,3400,13695
4000,50,365,5250,6700,16800
1000,50,365,450,1850,15700
2000,40,365,3480,4160,14760
1000,40,365,2200,3200,13380
2000,50,365,2651,3151,6801
4000,50,365,5350,6550,14350
4000,50,365,5300,6600,20350
2000,40,365,3121,5381,15281
4000,50,365,4250,4250,7400
2000,50,365,3750,3950,4850
2000,40,365,3201,4301,12191
4000,50,365,5350,6850,15150
1000,50,365,650,2000,16350
2000,40,365,3901,4401,15961
2000,40,365,3040,4240,9760
1000,40,365,3000,3950,14900
1000,50,365,550,1450,7560
2000,40,365,3120,3960,9040
2000,50,365,1251,3501,15201
2000,40,365,3321,4221,12541
4000,50,365,5600,7100,15400
2000,40,365,3401,4241,16221
1000,40,365,2180,3340,15105
2000,50,365,1601,3021,11211
4000,50,365,5100,5850,10650
2000,50,365,6501,8001,18001
2000,40,365,3280,4320,16420
4000,50,365,5250,6000,14900
2000,40,365,3260,4300,16213
2000,40,365,2241,2601,8171
2000,40,365,3101,4301,11241
2000,50,365,3400,4850,19750
2000,40,365,3801,3801,14601
2000,40,365,3401,4401,15061
2000,40,365,3321,4421,15791
1000,50,365,-1950,-500,13900
2000,50,365,3751,4916,13066
2000,40,365,3401,4401,15461
2000,40,365,2761,3961,12431
4000,50,365,6100,7600,13500
1000,50,365,-1750,-250,15250
4000,50,365,5300,7050,21300
2000,40,365,3501,5001,16371
1000,50,365,1050,2250,17000
1000,50,365,-1980,-680,2420
2000,50,365,1301,1901,8501
2500,50,365,1900,2950,7700
2000,40,365,3240,4120,12570
2000,40,365,3421,4621,13291
2000,40,365,3401,4321,14501
2000,40,365,3771,4631,15011
2000,50,365,1551,2701,6351
2000,40,365,3070,4270,8430
4000,50,365,5500,6800,21350
1000,40,365,1960,2880,11540
2000,40,365,5501,5501,13551
2000,40,365,2900,4040,12316
1000,40,365,2240,3360,15160
2000,40,365,3221,3841,12316
1000,40,365,2280,3280,14280
1000,50,365,450,1660,12230
2000,50,365,1301,2521,15629
2000,40,365,3340,4220,13900
2000,40,365,3111,3891,8390
2000,40,365,4701,6201,14401
2000,40,365,3170,4340,11340
1000,40,365,1920,3240,12620
2000,40,365,3071,3631,6971
1000,50,365,-2100,-1200,7690
2000,40,365,3501,4506,15166
2000,50,365,3450,4900,19350
2000,50,365,1200,1800,6800
9000,165,365,14460,18050,37903
1000,40,365,2100,3480,13120
2000,40,365,3261,4381,16250
2000,40,365,3400,4350,15010
2000,40,365,3400,4600,11780
1000,40,365,3500,3500,10150
4000,50,365,4800,6000,12005
4000,50,365,5500,7000,17700
1000,50,365,-1300,-850,11401
4000,50,365,6500,7700,19310
2000,40,365,3201,4341,15571
2000,50,365,3300,5000,19600
9000,125,365,12251,14251,25626
2000,40,365,2040,3000,12480
2000,50,365,3751,5251,16601
2000,40,365,3151,4351,14491
1000,50,365,500,2200,14950
1000,40,365,2320,3360,14350
1000,50,365,-1900,-450,13900
2000,40,365,3401,4201,9876
2000,40,365,3121,4501,16381
1000,50,365,750,2100,12100
1000,50,365,0,550,5650
4000,50,365,5550,7050,21900
1000,35,365,1315,1420,3240
1000,40,365,2360,3360,15110
4000,50,365,4600,5720,8648
1000,50,365,140,540,10000
4000,50,365,5750,6250,20500
2000,50,365,1601,3001,13201
2000,40,365,3080,4160,15930
2000,50,365,3000,3600,4600
2000,40,365,3240,4480,14100
4000,50,365,5500,7000,21800
9000,125,365,12701,16331,52681
1000,35,365,2295,3065,3135
4000,50,365,5350,6600,13470
1000,40,365,2130,3510,14350
2000,40,365,3401,4101,14041
2000,50,365,1501,2601,10851
1000,50,365,-2400,-1750,1830
2000,40,365,3481,4261,15631
2000,40,365,3280,4480,13520
1000,40,365,2200,3400,14900
2000,50,365,1151,1751,6651
2000,40,365,3320,4440,16480
2000,40,365,3700,3950,14110
2000,40,365,3276,4336,16211
2000,40,365,3901,4801,16241
4000,50,365,5400,6350,20770
2000,40,365,3101,4161,10951
2000,40,365,3191,4331,15706
2000,40,365,3700,4420,15200
4000,50,365,5500,7500,22108
2000,40,365,3141,4421,15831
2000,40,365,3120,4240,11960
1000,50,365,570,2000,12300
2000,50,365,3850,5650,19625
2000,50,365,3501,5131,18081
2000,50,365,3100,4500,16850
2000,50,365,1700,3200,16550
2000,40,365,3161,4301,13181
2000,40,365,3401,4421,13101
2000,50,365,1700,3950,18000
1000,50,365,710,1320,6160
2000,40,365,7200,10200,16050
2000,50,365,3451,4501,16846
2000,40,365,4181,5461,16591
2000,40,365,3201,4281,16036
1000,50,365,-1700,-100,14600
2000,40,365,3401,4631,12821
2000,40,365,3201,4401,14001
4000,50,365,5500,7010,17632
2000,40,365,3120,4530,16470
1000,50,365,-350,-350,-350
2000,40,365,9201,9201,9701
2000,50,365,3750,5000,12110
2000,40,365,2400,2400,2600
2000,40,365,4800,4800,7250
1000,50,365,350,1500,5950
2000,40,365,2981,3451,7781
1000,50,365,-1850,-530,1480
2000,50,365,1951,2951,3801
2000,40,365,2921,3341,4481
2000,40,365,2001,2001,2001
1000,50,365,150,150,150
1000,40,365,2080,2800,5280
1000,40,365,2575,3635,15600
1000,40,365,2240,3680,15600
2000,40,365,3401,4601,16600
2000,50,365,4000,5400,20250
2000,50,365,3750,6250,20250
1000,40,365,6800,7600,15600
1000,40,365,2560,3710,15600
2000,40,365,3401,4601,16600
1000,40,365,2360,3420,15600
4000,50,365,5600,6750,22250
1000,40,365,2240,3280,15600
2000,40,365,6201,6201,16600
2000,40,365,3280,4360,16600
4000,50,365,5350,7050,22250
2000,40,365,5201,6701,16600
2000,40,365,12000,13200,16600
2000,40,365,2861,4361,16600
1000,40,365,2740,3610,15600
2000,40,365,3201,4141,16600
4000,50,365,7400,7900,22250
4000,50,365,5700,7400,22250
2000,40,365,3401,4081,16600
2000,40,365,5201,5201,16600
2000,50,365,3751,5251,20250
2000,40,365,7555,8072,16600
1000,40,365,2200,4600,15600
2000,40,365,3101,4351,16600
1000,40,365,2474,3854,15600
4000,50,365,7500,11000,22250
2000,40,365,4600,5800,16600
2000,40,365,3401,4601,16600
1000,40,365,2200,3400,15600
1000,40,365,2550,3600,15600
2000,40,365,4220,6420,16600
1000,40,365,3880,4560,15600
4000,50,365,5500,7000,22250
2000,40,365,3180,6180,16600
2000,50,365,3350,4600,20250
1000,40,365,2200,3470,15600
9000,125,365,15001,17225,54625
2000,40,365,3381,4481,16600
4000,50,365,5900,7500,22250
1000,40,365,2200,3400,15600
2000,50,365,4251,6251,20250
2000,50,365,6400,7900,20250
1000,40,365,3020,5020,15600
2000,40,365,3401,4301,16600
2000,40,365,3500,4700,16600
2000,40,365,3401,4601,16600
4000,50,365,5500,7150,22250
1000,40,365,3400,3400,15600
4000,50,365,6300,8000,22250
2000,50,365,3750,5040,20250
1000,40,365,2200,3350,15600
2000,40,365,4481,5481,16600
4000,50,365,6500,11500,22250
4000,50,365,6100,7100,22250
2000,50,365,5501,7201,20250
2000,40,365,3701,5201,16600
2000,50,365,4400,5400,20250
4000,50,365,9400,9400,22250
2000,50,365,4501,7001,20250
2000,50,365,6251,7501,20250
2000,40,365,5480,9760,16600
1000,40,365,10660,10660,15600
2000,40,365,6900,7600,16600
1000,40,365,2400,3600,15600
2000,40,365,3400,4600,16600
2000,40,365,3501,4601,16600
2000,50,365,4001,5301,20250
2000,40,365,5201,6201,16600
4000,50,365,5453,6953,22250
4000,50,365,5100,6400,22250
9000,125,365,16751,16751,54625
2000,40,365,3121,4241,16600
2000,50,365,6331,8461,20250
4000,50,365,5750,6800,22250
2000,50,365,4401,5301,20250
1000,40,365,2500,3500,15600
1000,40,365,4600,7310,15600
2000,40,365,3400,4640,16600
2000,50,365,3750,5250,20250
2000,40,365,3121,4521,16600
1000,40,365,2470,3331,15600
2000,50,365,4250,7250,20250
1000,40,365,3500,5000,15600
2000,40,365,4601,5201,16600
4000,50,365,5400,7050,22250
1000,40,365,2500,4000,15600
4000,50,365,6450,8350,22250
4000,50,365,6250,7250,22250
1000,50,365,2050,3150,19250
1000,40,365,2540,3540,15600
1000,40,365,2400,3700,15600
2000,40,365,3341,4341,16600
1000,50,365,1250,2250,19250
2000,40,365,3161,4441,16600
2000,40,365,4200,4400,16600
2000,50,365,3750,5250,20250
4000,50,365,5500,7000,22250
2000,40,365,4601,4601,16600
1000,50,365,900,2150,19250
1000,40,365,2150,3410,15600
2000,40,365,4601,7001,16600
4000,50,365,6000,7500,22250
2000,50,365,3601,5101,20250
2000,50,365,8201,9801,20250
2000,40,365,4480,5320,16600
1000,50,365,750,2700,19250
2000,50,365,6501,8001,20250
2500,50,365,1950,3650,20750
1000,40,365,12500,12500,15600
1000,40,365,2320,3320,15600
2000,40,365,3400,4600,16600
2000,40,365,3321,4281,16600
2000,50,365,3501,5001,20250
4000,50,365,6450,7450,22250
2000,50,365,3521,4871,20250
1000,50,365,-750,250,19250
1000,40,365,2160,3500,15600
2000,40,365,3401,5851,16600
4000,50,365,10050,12050,22250
2000,40,365,3080,4300,16600
1000,50,365,750,2250,19250
1000,40,365,3400,3400,15600
4000,50,365,10500,15500,22250
1000,40,365,3900,3900,15600
2000,40,365,3401,4601,16600
1000,40,365,2500,3490,15600
2000,40,365,3401,4901,16600
4000,50,365,5450,7250,22250
4000,50,365,5750,7250,22250
2000,40,365,3600,4240,16600
1000,40,365,2200,3400,15600
2000,50,365,3750,5250,20250
2000,40,365,3601,4581,16600
2000,40,365,4621,4621,16600
2000,40,365,4601,4601,16600
4000,50,365,5500,7000,22250
2000,40,365,3481,5361,16600
1000,50,365,-1950,-350,19250
2000,40,365,3400,5400,16600
2000,40,365,3360,4560,16600
1000,40,365,1940,13440,15600
1000,40,365,2200,3800,15600
2000,40,365,3461,4261,16600
2000,40,365,4961,4961,16600
2000,50,365,3600,5600,20250
2000,50,365,8751,8751,20250
2000,50,365,3500,6500,20250
2000,40,365,4901,6401,16600
2000,50,365,4401,5601,20250
2000,40,365,3201,4441,16600
2000,50,365,3500,5100,20250
2000,40,365,3401,5201,16600
2000,40,365,3201,4321,16600
1000,40,365,2200,3330,15600
2000,40,365,3300,4280,16600
2000,50,365,8501,8501,20250
2000,40,365,3280,4520,16600
2000,40,365,3401,7401,16600
4000,50,365,7250,8750,22250
2000,50,365,3501,5001,20250
2000,40,365,3660,6760,16600
2000,40,365,3101,4296,16600
2000,40,365,4001,6401,16600
2000,50,365,3350,4950,20250
2000,40,365,4480,4480,16600
1000,40,365,2670,4350,15600
4000,50,365,9300,11500,22250
1000,40,365,2500,3580,15600
1000,40,365,3430,3430,15600
4000,50,365,6200,6750,22250
2000,40,365,4601,4601,16600
1000,40,365,2200,3360,15600
2000,40,365,4601,5101,16600
2000,40,365,3481,4681,16600
2000,40,365,3621,4801,16600
2000,40,365,3001,3441,16600
2000,40,365,3400,5200,16600
2000,50,365,4001,5001,20250
1000,40,365,2200,4600,15600
2000,40,365,4401,5601,16600
2000,40,365,7951,7951,16600
1000,40,365,2200,3435,15600
4000,50,365,5350,6850,22250
1000,50,365,800,1450,19250
4000,50,365,10000,10000,22250
2000,40,365,9201,9201,16600
2000,40,365,3401,4871,16600
2000,40,365,4601,4601,16600
4000,50,365,5500,7500,22250
4000,50,365,6500,7500,22250
1000,40,365,2200,3770,15600
2000,40,365,3120,4314,16600
1000,40,365,2200,3320,15600
1000,40,365,2880,3880,15600
4000,50,365,8960,12950,22250
2000,40,365,3441,4601,16600
2000,40,365,3400,4600,16600
2000,40,365,3441,4661,16600
1000,40,365,2200,3700,15600
2000,40,365,3400,4600,16600
1000,40,365,2080,3840,15600
2000,50,365,5000,6000,20250
2000,40,365,3120,4250,16600
1000,40,365,2000,3340,15600
2000,40,365,3401,5001,16600
4000,50,365,6950,7350,22250
2000,50,365,6001,8001,20250
2000,40,365,3401,5831,16600
2000,40,365,2881,3401,16600
2000,40,365,3401,4601,16600
1000,40,365,2680,3680,15600
2000,50,365,3601,4851,20250
2000,50,365,4301,5201,20250
2000,40,365,4041,5291,16600
4000,50,365,5750,7450,22250
4000,50,365,10500,10500,22250
1000,40,365,7740,7740,15600
1000,40,365,2480,3680,15600
2000,50,365,3751,5126,20250
2000,40,365,3681,4881,16600
4000,50,365,17650,18250,22250
4000,50,365,5700,7000,22250
9000,125,365,13001,16276,54625
4000,50,365,9500,18250,22250
2500,50,365,6750,6750,20750
2000,40,365,3291,4281,16600
1000,40,365,2520,3520,15600
1000,40,365,2400,3600,15600
2000,40,365,3081,4281,16600
2000,40,365,3400,4600,16600
2000,40,365,3200,4320,16600
2000,40,365,3401,4601,16600
2000,50,365,3851,5351,20250
2000,40,365,3400,4600,16600
2000,50,365,3851,5801,20250
2000,40,365,3200,4620,16600
1000,40,365,2200,3400,15600
2000,40,365,3300,4200,16600
2000,50,365,6450,7550,20250
4000,50,365,5600,7400,22250
4000,50,365,10000,10000,22250
1000,40,365,2360,3860,15600
2000,50,365,3500,5050,20250
2000,50,365,6451,7451,20250
1000,40,365,3500,3500,15600
2000,50,365,3751,5751,20250
2000,40,365,7901,7901,16600
1000,40,365,2400,3900,15600
4000,50,365,5750,7000,22250
2500,50,365,3250,4250,20750
2000,50,365,4000,5000,20250
2000,40,365,5001,5001,16600
2000,50,365,6451,7901,20250
1000,40,365,3200,3640,15600
1000,40,365,3060,4060,15600
4000,50,365,5650,7550,22250
4000,50,365,5250,6650,22250
2000,40,365,4201,5401,16600
2000,40,365,3450,4030,16600
4000,50,365,5500,6900,22250
2000,40,365,3401,4426,16600
2000,40,365,3121,4241,16600
2000,40,365,4600,5800,16600
1000,50,365,-1750,-250,19250
2000,40,365,3321,4561,16600
4000,50,365,5450,6850,22250
4000,50,365,7000,12000,22250
2000,50,365,3750,5400,20250
2000,40,365,5221,6221,16600
4000,50,365,5750,7350,22250
2000,50,365,3801,4901,20250
4000,50,365,13900,13900,22250
2000,40,365,3940,4940,16600
2000,40,365,3400,4600,16600
4000,50,365,7000,10000,22250
4000,50,365,7000,8500,22250
2000,40,365,3560,4760,16600
2000,50,365,3350,5700,20250
2000,40,365,4201,6601,16600
1000,40,365,3030,5030,15600
2000,40,365,3240,4720,16600
2000,40,365,3400,4800,16600
2500,50,365,3250,4750,20750
2000,50,365,6501,7701,20250
1000,40,365,2600,3400,15600
4000,50,365,5500,7000,22250
2000,40,365,3401,4601,16600
1000,40,365,2000,3400,15600
2000,40,365,3131,4581,16600
2000,50,365,3450,5150,20250
2000,40,365,3601,5301,16600
2000,40,365,3101,4251,16600
1000,40,365,3676,4836,15600
1000,40,365,2280,3400,15600
4000,50,365,5400,6750,22250
2000,50,365,4501,5601,20250
2000,40,365,3401,4601,16600
1000,40,365,2200,4600,15600
2000,40,365,3700,5700,16600
2000,40,365,6401,8401,16600
2000,50,365,6701,7601,20250
2000,40,365,3631,4751,16600
1000,50,365,1250,2650,19250
2000,50,365,5001,8001,20250
4000,50,365,5450,6750,22250
2000,40,365,3501,4701,16600
2000,50,365,4361,5361,20250
4000,50,365,5500,5500,22250
2000,40,365,3400,5400,16600
2000,40,365,10201,11201,16600
2000,40,365,3401,4601,16600
1000,40,365,3500,4400,15600
2000,40,365,8200,13200,16600
2000,40,365,3080,4600,16600
2000,50,365,4150,5250,20250
2000,50,365,4751,7851,20250
2000,40,365,3211,5181,16600
1000,40,365,3000,4200,15600
1000,35,365,2275,3275,13775
1000,40,365,2200,3400,15600
2000,50,365,3500,5000,20250
2000,40,365,3301,4741,16600
2000,50,365,3550,5350,20250
4000,50,365,5400,6900,22250
2000,40,365,3401,4371,16600
2000,50,365,3550,5050,20250
1000,40,365,2200,3400,15600
1000,40,365,3440,3440,15600
4000,50,365,5500,7100,22250
4000,50,365,5600,6600,22250
2000,40,365,4420,5680,16600
2000,40,365,3941,4381,16600
2000,50,365,3751,6251,20250
2000,50,365,12751,15751,20250
2000,40,365,3401,4601,16600
2000,40,365,9201,9201,16600
4000,50,365,6620,8220,22250
1000,40,365,2100,3300,15600
4000,50,365,6250,7050,22250
2000,40,365,3701,5201,16600
1000,40,365,2720,3680,15600
2000,50,365,3500,5000,20250
2000,40,365,3601,4601,16600
2000,40,365,3401,4601,16600
2000,50,365,6501,8001,20250
2000,50,365,4201,5051,20250
2000,50,365,4601,5401,20250
2000,40,365,3751,4551,16600
1000,50,365,200,700,19250
1000,40,365,3000,4000,15600
1000,40,365,5800,5800,15600
1000,40,365,2000,3950,15600
2000,40,365,2611,3571,16600
2000,50,365,6501,6501,20250
4000,50,365,5700,7200,22250
2000,50,365,3750,5250,20250
1000,40,365,2170,3570,15600
1000,40,365,2800,3600,15600
4000,50,365,5500,7000,22250
1000,40,365,2120,3280,15600
2000,40,365,3401,4601,16600
2000,40,365,3400,13800,16600
4000,50,365,9980,10780,22250
4000,50,365,6250,7250,22250
2000,40,365,3400,4600,16600
4000,50,365,13500,13500,22250
2000,40,365,3641,4361,16600
2000,40,365,3681,5361,16600
2000,50,365,3400,5000,20250
2000,40,365,3361,4601,16600
4000,50,365,7000,8450,22250
2000,40,365,3701,6701,16600
4000,50,365,5500,6900,22250
1000,40,365,2320,3880,15600
2000,40,365,4900,4900,16600
2000,40,365,4000,5000,16600
2000,40,365,3401,4601,16600
1000,40,365,2250,3300,15600
